UF;Munic�pio;Registro;Protocolo;COBRADE;Status;Popula��o;DH_Mortos;DH_Feridos;DH_Enfermos;DH_Desabrigados;DH_Desalojados;DH_Desaparecidos;DH_Outros Afetados;DM_Unidades Habitacionais Danificadas;DM_Unidades Habitacionais Destru�das;DM_Unidades Habitacionais Valor;DM_Instala��es p�blicas de sa�de Danificadas;DM_Instala��es p�blicas de sa�de Destru�das;DM_Instala��es p�blicas de sa�de Valor;DM_Instala��es p�blicas de ensino Danificadas;DM_Instala��es p�blicas de ensino Destru�das;DM_Instala��es p�blicas de ensino Valor;DM_Instala��es p�blicas prestadoras de outros servi�os Danificadas;DM_Instala��es p�blicas prestadoras de outros servi�os Destru�das;DM_Instala��es p�blicas prestadoras de outros servi�os Valor;DM_Instala��es p�blicas de uso comunit�rio Danificadas;DM_Instala��es p�blicas de uso comunit�rio Destru�das;DM_Instala��es p�blicas de uso comunit�rio Valor;DM_Obras de infraestrutura p�blica Danificadas;DM_Obras de infraestrutura p�blica Destru�das;DM_Obras de infraestrutura p�blica Valor;DA_Polui��o ou contamina��o da �gua;DA_Polui��o ou contamina��o do ar;DA_Polui��o ou contamina��o do solo;DA_Diminui��o ou exaurimento h�drico;DA_Inc�ndios em parques, APA's ou APP's;PEPL_Assist�ncia m�dica, sa�de p�blica e atendimento de emerg�ncias m�dicas (R$);PEPL_Abastecimento de �gua pot�vel (R$);PEPL_Esgoto de �guas pluviais e sistema de esgotos sanit�rios (R$);PEPL_Sistema de limpeza urbana e de recolhimento e destina��o do lixo (R$);PEPL_Sistema de desinfesta��o/desinfec��o do habitat/controle de pragas e vetores (R$);PEPL_Gera��o e distribui��o de energia el�trica (R$);PEPL_Telecomunica��es (R$);PEPL_Transportes locais, regionais e de longo curso (R$);PEPL_Distribui��o de combust�veis, especialmente os de uso dom�stico (R$);PEPL_Seguran�a p�blica (R$);PEPL_Ensino (R$);PEPR_Agricultura (R$);PEPR_Pecu�ria (R$);PEPR_Ind�stria (R$);PEPR_Com�rcio (R$);PEPR_Servi�os (R$)
MS;Amambai;30/12/2019;MS-F-5000609-13213-20191229;13213 - Tempestade Local/Convectiva - Granizo;Registro;34739;0;0;0;0;0;0;0;7;0;30000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;1;0;20000.0;;;;;;0.0;0.0;0.0;2000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RN;Serra Negra do Norte;31/12/2019;RN-F-2413409-14132-20191229;14132 - Inc�ndio Florestal - Inc�ndios em �reas n�o protegidas, com reflexos na qualidade do ar;Registro;7770;0;0;0;0;0;0;1;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AM;Parintins;03/01/2020;AM-F-1303403-11420-20191229;11420 - Eros�o de Margem Fluvial;Reconhecido;102066;0;0;0;36;0;0;53;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;1;1;2300000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PA;Tucuru�;29/12/2019;PA-F-1508100-12200-20191228;12200 - Enxurradas;Registro;97109;0;0;0;0;0;0;5000;0;1;40000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;2;0;200000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PA;Breves;29/12/2019;PA-F-1501808-12300-20191227;12300 - Alagamentos;Registro;92865;0;0;0;0;0;0;20;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;12000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SC;Entre Rios;16/01/2020;SC-F-4205175-13215-20191227;13215 - Tempestade Local/Convectiva - Vendaval;Registro;3018;0;0;0;0;0;0;12;12;12;6000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;6000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6000.0
MS;Aquidauana;28/12/2019;MS-F-5001102-13215-20191227;13215 - Tempestade Local/Convectiva - Vendaval;Registro;45623;0;3;0;0;36;0;0;12;0;10000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;1000.0;0.0;0.0;20000.0;0.0;15000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MG;Salinas;27/12/2019;MG-F-3157005-14120-20191227;14120 - Seca;Registro;39182;0;0;0;0;0;0;8931;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;DE 10% A 20%;;;0.0;31355.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8088400.0;3871930.32;0.0;0.0;0.0
PE;Brejo da Madre de Deus;27/12/2019;PE-F-2602605-14110-20191227;14110 - Estiagem;Reconhecido;45192;0;0;0;0;0;0;11550;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;1230000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;585000.0;438750.0;0.0;0.0;0.0
PE;Frei Miguelinho;27/12/2019;PE-F-2605806-14110-20191227;14110 - Estiagem;Reconhecido;14231;0;0;0;0;0;0;11212;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;1300000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5179900.0;4200000.0;0.0;0.0;0.0
PE;Taquaritinga do Norte;27/12/2019;PE-F-2615003-14110-20191227;14110 - Estiagem;Reconhecido;24923;0;0;0;0;0;0;14100;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;1.08E7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4392800.0;3750000.0;0.0;0.0;0.0
MS;Campo Grande;27/12/2019;MS-F-5002704-13214-20191227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;787204;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MG;Itinga;02/01/2020;MG-F-3134004-14120-20191227;14120 - Seca;Reconhecido;14407;0;0;0;0;0;0;4868;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;158000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1156500.0;6708659.28;0.0;0.0;0.0
PE;Santa Cruz do Capibaribe;02/01/2020;PE-F-2612505-11110-20191226;11110 - Tremor de terra;Registro;87538;0;0;0;0;0;0;0;5;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RN;Serra Negra do Norte;27/12/2019;RN-F-2413409-14132-20191226;14132 - Inc�ndio Florestal - Inc�ndios em �reas n�o protegidas, com reflexos na qualidade do ar;Registro;7770;0;0;0;0;0;0;1;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MS;Coxim;28/12/2019;MS-F-5003306-13214-20191226;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;32180;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PE;Vertentes;26/12/2019;PE-F-2616209-14110-20191226;14110 - Estiagem;Reconhecido;18267;0;0;0;0;0;0;6000;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;3400000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3451000.0;3545000.0;0.0;0.0;0.0
PE;S�o Joaquim do Monte;31/12/2019;PE-F-2613305-14110-20191226;14110 - Estiagem;Reconhecido;20489;0;0;0;0;0;0;8175;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;400000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;350000.0;450000.0;0.0;0.0;0.0
ES;Boa Esperan�a;26/12/2019;ES-F-3201001-13215-20191225;13215 - Tempestade Local/Convectiva - Vendaval;Registro;14199;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30000.0;0.0;0.0;2500.0;0.0
MS;Campo Grande;25/12/2019;MS-F-5002704-13215-20191225;13215 - Tempestade Local/Convectiva - Vendaval;Registro;787204;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ES;Rio Novo do Sul;27/12/2019;ES-F-3204401-12200-20191224;12200 - Enxurradas;Registro;11333;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MG;Machacalis;23/12/2019;MG-F-3138906-14110-20191223;14110 - Estiagem;Registro;6974;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MG;Juven�lia;23/12/2019;MG-F-3136959-14120-20191223;14120 - Seca;Reconhecido;5708;0;0;0;0;0;0;1800;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;200000.0;100000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1698200.0;2.158658E7;0.0;0.0;0.0
PI;Itain�polis;26/12/2019;PI-F-2205003-14110-20191223;14110 - Estiagem;Reconhecido;11099;0;0;0;0;0;0;374;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;848002.44;307650.0;0.0;0.0;0.0
MG;Monte Azul;23/12/2019;MG-F-3142908-14120-20191223;14120 - Seca;Registro;22000;0;0;0;0;0;0;95760;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;7142.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.39173E7;1.317912E7;0.0;0.0;0.0
RS;Chuvisca;27/12/2019;RS-F-4305447-14110-20191223;14110 - Estiagem;Reconhecido;4944;0;0;0;0;0;0;120;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;DE 5% A 10%;;4420.0;15000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.84656E7;16000.0;0.0;0.0;0.0
PE;Toritama;26/12/2019;PE-F-2615409-14110-20191223;14110 - Estiagem;Reconhecido;35631;0;0;0;0;0;0;3900;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;3600000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5506600.0;495112.0;5000000.0;0.0;0.0
RJ;Niter�i;14/01/2020;RJ-F-3303302-24100-20191223;24100 - Colapso de edifica��es;Registro;487327;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RJ;Duque de Caxias;23/12/2019;RJ-F-3301702-13213-20191223;13213 - Tempestade Local/Convectiva - Granizo;Registro;855046;0;0;0;0;32;0;0;23;0;120000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RJ;Porci�ncula;26/12/2019;RJ-F-3304102-12200-20191223;12200 - Enxurradas;Registro;17771;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MG;Engenheiro Navarro;26/12/2019;MG-F-3123809-14110-20191223;14110 - Estiagem;Reconhecido;7125;0;0;0;0;0;0;2870;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;21001.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5146500.0;4053600.0;0.0;0.0;0.0
SE;Tobias Barreto;26/12/2019;SE-F-2807402-14120-20191223;14120 - Seca;Reconhecido;48039;0;0;0;0;0;0;25995;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;91017.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3473280.0;1.2E7;0.0;0.0;0.0
BA;Remanso;30/12/2019;BA-F-2926004-14110-20191223;14110 - Estiagem;Reconhecido;39149;0;0;4300;0;0;0;23000;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;3172000.0;4415875.0;0.0;0.0;0.0;0.0;0.0;0.0;545869.0;0.0;0.0;2.497338E7;7034000.0;0.0;0.0;0.0
RJ;Miracema;26/12/2019;RJ-F-3303005-13214-20191222;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;26829;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;1;500000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MT;V�rzea Grande;23/12/2019;MT-F-5108402-12300-20191222;12300 - Alagamentos;Registro;252709;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RJ;Nova Friburgo;03/01/2020;RJ-F-3303401-13214-20191222;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;182016;0;0;0;0;28;0;1000;23;0;497600.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;3;0;727516.0;;;;MAIS DE 20%;;0.0;0.0;76839.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SC;Monte Castelo;24/12/2019;SC-F-4211108-13214-20191221;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;8348;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;1;220000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PE;Pesqueira;20/12/2019;PE-F-2610905-14110-20191220;14110 - Estiagem;Reconhecido;62793;0;0;0;0;0;0;17805;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;2250000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3150000.0;3201990.0;0.0;0.0;0.0
PE;Po��o;20/12/2019;PE-F-2611200-14110-20191220;14110 - Estiagem;Reconhecido;11242;0;0;0;0;0;0;4254;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;554000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;500000.0;0.0;0.0;0.0
PE;Bezerros;20/12/2019;PE-F-2601904-14110-20191220;14110 - Estiagem;Reconhecido;58675;0;0;0;0;0;0;8928;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;DE 10% A 20%;;0.0;7000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4000000.0;3000000.0;0.0;0.0;0.0
MG;Ibia�;07/01/2020;MG-F-3129608-14110-20191220;14110 - Estiagem;Reconhecido;7839;0;0;0;0;0;0;1835;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;70805.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.23494E7;1.019167E7;0.0;0.0;0.0
RJ;Porci�ncula;26/12/2019;RJ-F-3304102-12300-20191219;12300 - Alagamentos;Registro;17771;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RJ;Miracema;26/12/2019;RJ-F-3303005-13214-20191219;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;26829;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MS;Amambai;26/12/2019;MS-F-5000609-12300-20191219;12300 - Alagamentos;Registro;34739;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PE;Pedra;19/12/2019;PE-F-2610806-14110-20191219;14110 - Estiagem;Reconhecido;20950;0;0;0;0;0;0;8946;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;1140000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3500000.0;9000000.0;0.0;0.0;0.0
PE;Alagoinha;19/12/2019;PE-F-2600609-14110-20191219;14110 - Estiagem;Reconhecido;13761;0;0;0;0;0;0;7800;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;930000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1365000.0;1620000.0;0.0;0.0;0.0
PE;Altinho;19/12/2019;PE-F-2600807-14110-20191219;14110 - Estiagem;Reconhecido;22363;0;0;0;0;0;0;10200;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;300000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;798000.0;4388733.0;0.0;0.0;0.0
MG;Astolfo Dutra;23/12/2019;MG-F-3104601-13214-20191218;13214 - Tempestade Local/Convectiva - Chuvas Intensas;N�o reconhecido;13049;0;1;0;0;0;0;155;43;0;140000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;1;300000.0;1;0;40000.0;;;;;;0.0;0.0;0.0;42174.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PI;Jaic�s;09/01/2020;PI-F-2205201-14110-20191218;14110 - Estiagem;Registro;18008;0;0;0;0;0;0;18008;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;227750.0;723000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;629140.0;428053.0;0.0;0.0;0.0
MG;Verdel�ndia;23/12/2019;MG-F-3171030-14120-20191218;14120 - Seca;Reconhecido;8350;0;0;0;0;0;0;3000;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;41326.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2469740.72;4.91605955E7;0.0;0.0;0.0
